,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
1394,FDQ36,OUT013,745.2009364172357
1395,FDD34,OUT018,2267.056960954948
1396,FDK51,OUT045,3830.6610363758655
1397,FDV31,OUT035,2891.1257178898813
1398,FDR04,OUT035,1569.272664843489
1399,FDR14,OUT049,980.5388768277237
1400,DRC36,OUT010,462.6187702357397
1401,FDE39,OUT019,301.1766809724729
1402,FDP57,OUT049,1649.7232505075835
1403,FDE57,OUT046,2107.4506368119482
1404,NCN18,OUT046,1743.631851295606
1405,NCQ05,OUT018,2268.3556166917506
1406,FDW47,OUT035,1928.8467695180361
1407,FDV46,OUT035,2107.4506368119482
1408,NCP29,OUT045,1093.6673120739813
1409,FDE09,OUT018,1527.3681510172628
1410,NCU06,OUT027,5793.914549174367
1411,FDT19,OUT010,457.2937483261312
1412,DRF15,OUT017,2505.742608214854
1413,DRI51,OUT013,2780.326098108023
1414,NCX54,OUT013,1639.7952092392343
1415,DRE01,OUT013,3859.015522906365
1416,NCB07,OUT045,3127.0002299682387
1417,FDU50,OUT035,1936.7551978347497
1418,FDG40,OUT035,745.2128788077205
1419,FDW10,OUT018,2627.921900363669
1420,FDX51,OUT013,3226.1302938368217
1421,NCP17,OUT045,1093.6673120739813
1422,FDP21,OUT035,3278.1661559298973
1423,FDL04,OUT045,1579.8071827207486
1424,FDV23,OUT013,2064.667634285372
1425,FDF24,OUT046,1264.8280181886182
1426,FDH56,OUT027,2846.6162530218808
1427,FDB51,OUT049,1134.5657300635783
1428,FDI58,OUT027,2518.2856434550094
1429,FDR20,OUT013,771.8722662683776
1430,FDC51,OUT018,1827.2999179042356
1431,FDB16,OUT027,2149.4035339927573
1432,FDE40,OUT049,1124.842913028816
1433,NCM17,OUT035,745.2128788077205
1434,FDU56,OUT035,3206.4909620588915
1435,FDS32,OUT019,319.75861754367634
1436,FDX02,OUT049,3821.0668316358847
1437,FDT39,OUT027,4000.986974018275
1438,FDE35,OUT017,1045.863796433071
1439,NCI42,OUT019,581.7691648149296
1440,DRL23,OUT046,1654.6911132832406
1441,FDA10,OUT046,1958.66959089691
1442,FDA11,OUT013,1552.09225821574
1443,NCM06,OUT046,2515.465425249616
1444,NCT05,OUT035,3982.745669347465
1445,NCQ02,OUT010,513.4399930906943
1446,NCY06,OUT049,2104.980185136586
1447,FDY56,OUT035,3823.537283311247
1448,FDL02,OUT035,1647.2527988322213
1449,NCI06,OUT035,3000.2413183910908
1450,FDQ14,OUT045,2438.296992103382
1451,FDQ12,OUT017,3842.6250549572924
1452,FDP36,OUT046,769.4137569835002
1453,FDK21,OUT027,5947.863801859665
1454,FDO40,OUT045,2355.189623649118
1455,NCK54,OUT019,302.1433313281134
1456,FDY09,OUT018,2739.5079525402402
1457,NCW30,OUT049,4096.563964396404
1458,NCC55,OUT027,1398.9075986850428
1459,FDE58,OUT018,1678.6964416343044
1460,FDR39,OUT013,3196.562920790542
1461,FDU28,OUT049,3233.587883429809
1462,FDH08,OUT017,3845.095506632654
1463,FDG35,OUT045,2810.6266121359286
1464,FDG22,OUT049,747.6833304830827
1465,FDC34,OUT035,2530.2607784811607
1466,FDP15,OUT018,3544.211557416793
1467,FDK34,OUT010,746.9462113143481
1468,FDU45,OUT035,1923.878906742379
1469,FDQ04,OUT027,1398.9075986850428
1470,FDX22,OUT018,3153.9872198268286
1471,FDB45,OUT017,1649.7232505075835
1472,NCH43,OUT027,5481.714016008444
1473,DRE60,OUT046,3821.0668316358847
1474,FDD17,OUT027,5793.914549174367
1475,NCM54,OUT017,2064.6869094273397
1476,NCH55,OUT013,2057.2293198343523
1477,NCT06,OUT017,2527.7903268057985
1478,FDA48,OUT027,5577.225410993766
1479,FDY58,OUT027,5811.205331410132
1480,FDO25,OUT045,3380.3458982144457
1481,FDN50,OUT045,1492.1042316972546
1482,FDH35,OUT035,2535.228641256818
1483,FDK09,OUT045,3693.0108736610546
1484,FDO16,OUT013,1272.7171713633638
1485,FDW11,OUT045,1101.1056265250008
1486,FDU47,OUT027,3366.2500755894034
1487,NCQ42,OUT010,335.72171055604963
1488,FDK55,OUT027,2378.125802379265
1489,FDN08,OUT049,1923.878906742379
1490,FDT57,OUT045,3693.0108736610546
1491,FDJ12,OUT018,3111.409613289544
1492,DRL59,OUT017,837.9608044262272
1493,NCN53,OUT046,772.9886534315024
1494,FDO51,OUT010,39.434704772305395
1495,FDK56,OUT017,3236.058335105171
1496,FDY12,OUT035,830.5224899752077
1497,FDU15,OUT035,745.2128788077205
1498,FDQ19,OUT046,3911.0513849994395
1499,DRF15,OUT045,2438.296992103382
1500,DRE25,OUT019,252.62757290536592
1501,FDK57,OUT018,1678.6964416343044
1502,FDD33,OUT010,723.0981537722885
1503,FDR34,OUT027,5811.205331410132
1504,FDU04,OUT045,1888.7535231100753
1505,FDE35,OUT019,167.3889675199548
1506,NCD31,OUT035,2527.7903268057985
1507,FDJ56,OUT035,1649.7232505075835
1508,NCU53,OUT046,2543.1370695735313
1509,FDD39,OUT035,3439.2018051183195
1510,NCU17,OUT019,264.97275501062995
1511,FDJ20,OUT046,2067.157361102702
1512,NCW41,OUT018,2272.381982864557
1513,FDL52,OUT035,760.5596215754531
1514,FDS39,OUT035,2114.703002171348
1515,DRJ47,OUT045,2810.6266121359286
1516,FDP13,OUT010,38.82331778160733
1517,DRK39,OUT010,140.12943562596
1518,FDF28,OUT010,334.09950597775196
1519,FDB09,OUT045,1999.7117449912296
1520,FDM51,OUT046,1647.2527988322213
1521,DRM49,OUT018,713.6023346016511
1522,DRF23,OUT013,3112.481234445426
1523,DRH01,OUT035,2888.655266214519
1524,FDH12,OUT027,2735.290096507852
1525,FDA28,OUT019,315.11909242209504
1526,FDW37,OUT018,1225.7421106000133
1527,FDF02,OUT046,1647.2527988322213
1528,DRL37,OUT046,745.2128788077205
1529,NCF43,OUT046,2104.980185136586
1530,FDH08,OUT010,723.0981537722885
1531,FDR34,OUT019,711.6915132787242
1532,NCK19,OUT049,3241.0261978808285
1533,NCD55,OUT018,674.0547136581386
1534,FDT27,OUT049,3842.6250549572924
1535,FDQ57,OUT045,2194.652142845929
1536,FDA47,OUT035,2527.7903268057985
1537,DRG15,OUT027,1994.4900410738176
1538,FDE05,OUT018,2012.5174987241733
1539,FDN46,OUT046,1659.4460675423459
1540,FDX27,OUT027,2466.6119471572597
1541,FDT51,OUT045,1676.186235184134
1542,FDU33,OUT013,747.6713880925979
1543,FDJ16,OUT027,1820.8792666565846
1544,FDD20,OUT019,317.5895440974573
1545,FDT36,OUT049,745.2128788077205
1546,DRF15,OUT027,4000.986974018275
1547,FDN52,OUT010,215.1502508717665
1548,FDC22,OUT027,5090.071043972413
1549,FDX15,OUT045,2442.323358276188
1550,FDT13,OUT013,3226.1302938368217
1551,FDU04,OUT017,1956.1991392215477
1552,FDU31,OUT019,584.2396164902918
1553,FDW59,OUT027,2164.3603688572844
1554,NCO29,OUT046,2527.7903268057985
1555,FDL15,OUT035,2505.742608214854
1556,FDI41,OUT049,2249.904490247277
1557,FDQ48,OUT049,1647.2527988322213
1558,DRI39,OUT013,973.0812872347367
1559,FDI08,OUT013,3977.7585314298403
1560,FDC21,OUT049,1746.1023029709686
1561,FDF58,OUT035,1127.3133647041782
1562,FDS08,OUT010,480.1733868773347
1563,FDE47,OUT045,2004.6796077668866
1564,NCP18,OUT019,383.28513623804315
1565,NCR41,OUT013,1639.7952092392343
1566,FDA27,OUT013,3975.288079754478
1567,FDA43,OUT035,3236.058335105171
1568,FDA49,OUT045,1197.3824020771458
1569,NCE55,OUT018,2744.8329744498487
1570,DRM49,OUT027,1423.1084768608225
1571,FDF22,OUT027,5364.822552624897
1572,FDQ15,OUT018,1112.6225801388537
1573,NCS54,OUT017,2888.655266214519
1574,NCY05,OUT013,745.2009364172357
1575,FDR45,OUT046,3868.943564174714
1576,FDK57,OUT049,1958.66959089691
1577,FDF41,OUT010,756.7718039196245
1578,FDV21,OUT046,2067.157361102702
1579,FDD51,OUT046,769.4137569835002
1580,FDF33,OUT046,1751.0701657466257
1581,FDA38,OUT046,3907.295980220948
1582,FDR56,OUT045,3129.470681643601
1583,NCN41,OUT017,1956.1991392215477
1584,FDC60,OUT027,2349.4057915315448
1585,FDB47,OUT045,3296.904919073565
1586,DRH01,OUT013,2881.197676621532
1587,FDW08,OUT046,1649.7232505075835
1588,FDF38,OUT027,1398.9075986850428
1589,FDY32,OUT017,2530.2607784811607
1590,FDG34,OUT049,1746.1023029709686
1591,FDG47,OUT019,721.5343418009422
1592,NCF18,OUT035,3233.587883429809
1593,FDL39,OUT019,504.5268170444617
1594,NCH55,OUT035,2064.6869094273397
1595,DRJ35,OUT049,1132.2812274798355
1596,FDS44,OUT035,3845.095506632654
1597,DRE01,OUT018,3463.6827590048206
1598,FDY39,OUT013,3293.442037133523
1599,FDY32,OUT018,2267.056960954948
1600,FDR33,OUT027,2752.580878743617
1601,NCP50,OUT049,1272.2663326396378
1602,FDZ47,OUT018,1436.3141204634867
1603,FDU57,OUT049,2508.2130598902163
1604,FDY44,OUT013,3228.6007455121844
1605,DRH59,OUT018,1016.345804586708
1606,FDB03,OUT027,5817.7626067164265
1607,FDY46,OUT045,3129.470681643601
1608,FDM39,OUT045,2930.1210926292133
1609,FDY36,OUT035,1159.0829973752434
1610,NCM55,OUT035,3211.458824834549
1611,FDJ50,OUT010,45.98087517785234
1612,DRL60,OUT013,2498.285018621867
1613,NCJ54,OUT049,3842.6250549572924
1614,FDX59,OUT017,752.65119325874
1615,FDI07,OUT013,3226.1302938368217
1616,DRF51,OUT010,38.82331778160733
1617,FDM14,OUT017,1743.631851295606
1618,FDP21,OUT045,3171.578502468327
1619,FDE40,OUT035,1141.157542106607
1620,FDE05,OUT035,2249.904490247277
1621,FDM13,OUT027,3366.2500755894034
1622,FDC34,OUT027,4040.3254748449845
1623,NCI55,OUT018,1827.2999179042356
1624,NCE43,OUT018,2532.375343759769
1625,FDW58,OUT018,1527.3681510172628
1626,FDG60,OUT045,3690.5404219856923
1627,FDV31,OUT017,3002.711770066453
1628,FDR47,OUT013,3233.5686082878415
1629,FDM60,OUT019,63.6421487196335
1630,NCF06,OUT018,3608.8824826804484
1631,NCN26,OUT027,3022.050748865695
1632,FDQ59,OUT049,1272.2663326396378
1633,FDF09,OUT046,763.0300732508153
1634,NCS06,OUT017,3982.745669347465
1635,FDT44,OUT046,1923.878906742379
1636,FDI19,OUT017,3866.473112499352
1637,FDT22,OUT017,1127.3133647041782
1638,NCF54,OUT027,4385.499724413834
1639,DRG25,OUT045,3127.0002299682387
1640,FDB59,OUT017,3236.058335105171
1641,FDQ37,OUT017,3241.0261978808285
1642,FDP56,OUT035,771.8842086588625
1643,FDW44,OUT035,2790.2541393763727
1644,FDJ26,OUT010,601.5932865051855
1645,FDU43,OUT018,3434.5096795531526
1646,FDW33,OUT045,1582.2776343961111
1647,NCX53,OUT027,3585.8760251206786
1648,FDN56,OUT010,357.0131713972419
1649,DRF15,OUT049,2505.742608214854
1650,FDO33,OUT017,1923.878906742379
1651,FDZ39,OUT010,256.10855168685066
1652,NCJ19,OUT017,950.9224995059881
1653,FDU01,OUT035,3204.0205103835297
1654,FDT12,OUT035,3716.627192280649
1655,NCM18,OUT018,992.5928610578976
1656,FDP19,OUT017,2107.4506368119482
1657,NCR42,OUT049,745.2128788077205
1658,FDN10,OUT046,1923.878906742379
1659,FDG44,OUT017,862.1817196132852
1660,FDQ10,OUT046,2790.2541393763727
1661,DRH13,OUT049,1647.2527988322213
1662,FDT52,OUT013,3859.015522906365
1663,FDM56,OUT045,1678.6566868594962
1664,NCO43,OUT010,264.1582531285678
1665,NCV29,OUT035,3000.2413183910908
1666,NCF06,OUT013,4039.9590050181337
1667,FDO50,OUT035,1525.1669337467426
1668,FDT59,OUT013,3819.1321173241577
1669,FDX40,OUT027,1398.9075986850428
1670,FDE50,OUT017,3233.587883429809
1671,FDX51,OUT017,3233.587883429809
1672,NCD30,OUT018,1436.3141204634867
1673,FDK15,OUT013,1639.7952092392343
1674,FDL12,OUT045,1077.3526829961904
1675,FDK46,OUT017,3985.2161210228273
1676,DRH49,OUT010,139.27330008413264
1677,FDQ57,OUT046,2262.0977589574018
1678,FDY59,OUT017,1525.1669337467426
1679,FDO09,OUT018,3538.8865355071844
1680,NCG30,OUT035,2064.6869094273397
1681,FDM09,OUT017,2790.2541393763727
1682,NCN17,OUT027,2638.911044044467
1683,NCS42,OUT013,1429.223199375761
1684,FDD02,OUT019,302.1433313281134
1685,FDE34,OUT013,3199.033372465905
1686,FDU38,OUT045,3127.0002299682387
1687,FDB33,OUT046,2530.2607784811607
1688,NCJ29,OUT017,1264.8280181886182
1689,FDZ27,OUT035,769.4137569835002
1690,FDI40,OUT013,1639.7952092392343
1691,FDG22,OUT013,747.6713880925979
1692,FDT51,OUT017,1743.631851295606
1693,FDF20,OUT018,2938.650353949972
1694,FDV50,OUT035,1956.1991392215477
1695,FDT02,OUT049,745.2128788077205
1696,DRC49,OUT017,2249.904490247277
1697,FDF26,OUT049,2521.089350982587
1698,FDV52,OUT035,1921.4084550670168
1699,FDX59,OUT049,752.65119325874
1700,FDV25,OUT035,3716.627192280649
1701,FDW23,OUT027,1398.9075986850428
1702,FDE53,OUT018,1532.6931729268713
1703,FDA19,OUT017,2107.4506368119482
1704,FDH22,OUT046,2082.504103870435
1705,NCO41,OUT013,1639.7952092392343
1706,FDX12,OUT017,3866.473112499352
1707,FDF17,OUT013,3323.009410179802
1708,FDS11,OUT045,3566.1421975155845
1709,FDR51,OUT035,2505.742608214854
1710,FDT49,OUT010,271.36256052611816
1711,FDC56,OUT013,1951.212001303923
1712,FDR13,OUT027,3022.050748865695
1713,FDQ60,OUT035,1971.5458819892806
1714,FDN38,OUT049,4047.4165946111207
1715,NCL29,OUT013,2520.3327372128115
1716,FDO13,OUT027,4037.991527473746
1717,FDE26,OUT018,2012.5174987241733
1718,FDA31,OUT010,458.1498838679586
1719,FDX14,OUT035,1232.5255736898039
1720,FDA34,OUT045,2810.6266121359286
1721,FDF26,OUT013,2513.6317613896
1722,FDE38,OUT045,2620.8537053117793
1723,DRI11,OUT046,1806.200733933962
1724,FDQ60,OUT027,3022.050748865695
1725,FDL21,OUT027,1416.1983809208082
1726,DRC12,OUT027,5072.780261736647
1727,FDC47,OUT046,3845.095506632654
1728,FDE57,OUT045,2040.0050207004758
1729,FDT14,OUT045,1888.7535231100753
1730,NCZ53,OUT046,3233.587883429809
1731,FDE28,OUT018,3439.834701462761
1732,FDR19,OUT035,2252.3749419226397
1733,NCF54,OUT019,444.18522554800415
1734,FDZ08,OUT046,1267.2984698639807
1735,NCJ05,OUT018,2268.3556166917506
1736,FDF59,OUT046,2072.125223878359
1737,NCO05,OUT035,1656.9756158669836
1738,FDW24,OUT018,735.659016252707
1739,NCX42,OUT018,2450.9123299001476
1740,NCA53,OUT035,769.4137569835002
1741,FDI45,OUT019,469.5773682254778
1742,FDG46,OUT046,1801.232871158305
1743,FDM20,OUT010,746.9462113143481
1744,FDW11,OUT010,123.59070760495092
1745,FDX08,OUT035,3002.711770066453
1746,NCK17,OUT035,745.2128788077205
1747,FDK32,OUT018,2263.0305947821416
1748,NCA42,OUT035,2537.5131438405606
1749,DRI01,OUT035,2787.7836877010104
1750,NCL55,OUT049,3966.710321307318
1751,DRE25,OUT018,1348.6111694399924
1752,FDD14,OUT017,3204.0205103835297
1753,FDB10,OUT046,3845.095506632654
1754,DRN11,OUT035,2257.3428046982967
1755,FDP38,OUT018,734.9249378177435
1756,NCA30,OUT017,3233.587883429809
1757,FDT15,OUT017,3204.0205103835297
1758,NCP55,OUT018,903.8909274273904
1759,FDF12,OUT035,2505.742608214854
1760,FDM21,OUT018,3538.8865355071844
1761,FDX56,OUT035,3403.492572535135
1762,FDF10,OUT017,2252.3749419226397
1763,FDT32,OUT045,3129.470681643601
1764,FDM51,OUT018,1436.3141204634867
1765,NCR50,OUT018,2268.3556166917506
1766,FDI19,OUT049,3866.473112499352
1767,FDX21,OUT017,1755.8251200057307
1768,FDR31,OUT035,2267.721684690372
1769,FDY02,OUT013,3975.288079754478
1770,NCA29,OUT045,2702.3167191714
1771,NCX17,OUT046,3842.6250549572924
1772,FDM12,OUT045,3127.0002299682387
1773,FDI53,OUT027,4023.034692609219
1774,NCU30,OUT049,2640.0495180021007
1775,FDC56,OUT027,3107.5613229004666
1776,FDK27,OUT018,1827.2999179042356
1777,NCK18,OUT017,2690.973931073657
1778,FDB52,OUT019,737.5696898410895
1779,DRG25,OUT027,5072.780261736647
1780,FDZ13,OUT049,830.5224899752077
1781,FDB57,OUT019,693.3648774395788
1782,FDR40,OUT046,1264.8280181886182
1783,NCO14,OUT019,63.6421487196335
1784,NCN19,OUT045,3134.438544419258
1785,FDQ28,OUT019,383.28513623804315
1786,FDO13,OUT018,2279.820297315576
1787,FDK48,OUT013,1267.0932456303933
1788,FDU07,OUT018,2263.0305947821416
1789,FDW20,OUT046,2067.157361102702
1790,FDV12,OUT010,256.10855168685066
1791,FDH24,OUT013,2520.3327372128115
1792,FDV59,OUT049,3423.1664570781722
1793,FDK57,OUT045,1856.4332906309069
1794,FDL16,OUT027,1423.1084768608225
1795,NCQ17,OUT046,2505.742608214854
1796,FDJ15,OUT018,2914.408002813301
1797,FDX24,OUT049,1525.1669337467426
1798,FDT47,OUT046,1594.7639368835285
1799,FDT10,OUT049,1127.3133647041782
1800,FDZ37,OUT018,1195.5021048033218
1801,FDW43,OUT027,5811.205331410132
1802,DRN36,OUT017,1559.549847808727
1803,FDJ14,OUT045,1197.3824020771458
1804,FDA32,OUT013,3568.396912820007
1805,FDJ38,OUT019,493.9458909317841
1806,FDQ57,OUT017,2262.0977589574018
1807,NCQ41,OUT019,493.9458909317841
1808,FDG56,OUT049,1127.3133647041782
1809,DRC13,OUT027,3274.281627086396
1810,FDV55,OUT035,2252.3749419226397
1811,FDQ49,OUT045,2449.7616727272075
1812,FDE29,OUT010,116.15239315393092
1813,FDR03,OUT013,3393.5645312667857
1814,FDD45,OUT049,1527.6373854221051
1815,FDN38,OUT010,756.1690180543028
1816,FDT56,OUT046,1031.1731166226514
1817,FDT48,OUT045,3329.1224219786045
1818,FDU03,OUT049,3104.95419912774
1819,FDC56,OUT010,312.65919899514097
1820,NCO43,OUT027,2653.8678789089936
1821,FDQ27,OUT017,1675.0285734560032
1822,FDR03,OUT046,3401.0221208597727
1823,DRH23,OUT010,53.41918962887166
1824,FDG22,OUT045,753.8393400692917
1825,NCJ42,OUT013,1639.7952092392343
1826,FDR24,OUT046,1525.1669337467426
1827,FDW60,OUT035,3015.5880611588236
1828,FDJ08,OUT013,3228.6007455121844
1829,DRL59,OUT018,742.3632522687631
1830,FDG60,OUT010,728.423175681897
1831,FDW27,OUT017,2521.089350982587
1832,FDX14,OUT018,1112.6225801388537
1833,FDC20,OUT013,975.551738910099
1834,NCS29,OUT018,3544.211557416793
1835,FDJ56,OUT046,1649.7232505075835
1836,FDB20,OUT019,185.54201167449878
1837,FDL28,OUT027,5793.914549174367
1838,FDW01,OUT018,2268.3556166917506
1839,FDL03,OUT046,3233.587883429809
1840,FDX22,OUT049,3451.224319092831
1841,FDJ21,OUT035,2252.3749419226397
1842,FDR31,OUT045,2373.006818092213
1843,FDG21,OUT035,2513.1809226658734
1844,FDS22,OUT027,1416.1983809208082
1845,FDK08,OUT035,1649.7232505075835
1846,FDE17,OUT018,2268.3556166917506
1847,NCN30,OUT017,1559.549847808727
1848,FDT50,OUT046,1662.5995415999541
1849,NCX42,OUT049,2543.1370695735313
1850,FDJ12,OUT035,3401.0221208597727
1851,NCA18,OUT027,3022.050748865695
1852,FDP23,OUT019,620.0074870862331
1853,FDX12,OUT013,3859.015522906365
1854,FDN40,OUT018,2283.702359459483
1855,FDV48,OUT035,1264.8280181886182
1856,NCY54,OUT013,2780.326098108023
1857,FDL16,OUT010,31.355067319377667
1858,FDR45,OUT018,3458.3577370952125
1859,FDJ52,OUT046,2537.5131438405606
1860,DRG01,OUT017,1264.8280181886182
1861,FDP52,OUT013,3835.167465364305
1862,FDU58,OUT017,3283.7900816628676
1863,FDL02,OUT045,1579.8071827207486
1864,FDG28,OUT013,3859.015522906365
1865,FDA19,OUT035,2107.4506368119482
1866,FDW46,OUT027,2011.780823309583
1867,NCD43,OUT049,1647.2527988322213
1868,DRG39,OUT013,830.5105475847229
1869,NCF55,OUT049,760.5596215754531
1870,FDJ07,OUT046,1931.131272101779
1871,FDE08,OUT046,2508.2130598902163
1872,FDP56,OUT019,83.93023410400065
1873,FDT45,OUT045,828.5515994238792
1874,FDF17,OUT018,3040.854492202561
1875,FDX44,OUT046,1385.268784919216
1876,FDM28,OUT027,4670.337764578729
1877,FDI36,OUT049,3233.587883429809
1878,FDS07,OUT045,1856.4332906309069
1879,FDD36,OUT045,1853.9628389555444
1880,FDW11,OUT046,1132.2812274798355
1881,FDN40,OUT049,2521.089350982587
1882,NCQ18,OUT049,1647.2527988322213
1883,NCQ54,OUT017,2690.973931073657
1884,NCS42,OUT045,1457.7213176352702
1885,DRH39,OUT010,126.92624166416499
1886,FDC09,OUT027,2656.201826280232
1887,FDT08,OUT010,396.3936590161702
1888,FDC08,OUT035,3823.537283311247
1889,FDT20,OUT017,747.6833304830827
1890,FDS35,OUT035,1148.5958565576263
1891,FDX58,OUT018,2909.0829809036927
1892,FDW58,OUT046,1649.7232505075835
1893,DRD27,OUT046,1647.2527988322213
1894,FDH32,OUT019,267.4432066859922
1895,FDS26,OUT035,3982.745669347465
1896,FDQ31,OUT046,1282.6452126317135
1897,FDP11,OUT018,3253.1831413515247
1898,FDD58,OUT017,1649.7232505075835
1899,FDM33,OUT045,3447.028781421047
1900,FDZ16,OUT049,3233.587883429809
1901,NCS29,OUT010,756.7718039196245
1902,NCM18,OUT019,159.95065306893525
1903,FDP11,OUT049,3603.0425188214804
1904,NCC42,OUT017,2104.980185136586
1905,DRM23,OUT046,2896.093580665539
1906,NCN55,OUT027,5643.965268080652
1907,FDK46,OUT013,3977.7585314298403
1908,FDR01,OUT046,3330.466999772789
1909,NCA05,OUT045,2438.296992103382
1910,NCP43,OUT017,3007.67963284211
1911,FDR12,OUT010,449.6827821618331
1912,FDQ01,OUT013,3975.288079754478
1913,FDM13,OUT046,2127.765242355338
1914,FDQ19,OUT017,3911.0513849994395
1915,FDK56,OUT019,496.41634260714636
1916,NCX06,OUT010,517.1853513911526
1917,FDO56,OUT027,3039.34153110146
1918,FDU45,OUT045,1678.6566868594962
1919,FDI16,OUT019,100.11894349295608
1920,FDL32,OUT046,1801.232871158305
1921,FDA07,OUT046,2067.157361102702
1922,FDA14,OUT045,2355.189623649118
1923,FDV46,OUT027,3368.584022960642
1924,NCO07,OUT035,3423.1664570781722
1925,NCP41,OUT046,1647.2527988322213
1926,FDY60,OUT018,1867.593193613482
1927,FDN38,OUT017,4047.4165946111207
1928,FDO15,OUT046,1159.0829973752434
1929,FDT60,OUT013,1948.7415496285607
1930,FDA55,OUT035,3823.537283311247
1931,FDE02,OUT010,241.10425287088924
1932,DRJ39,OUT049,3668.8954457229534
1933,FDV34,OUT035,1161.5534490506059
1934,FDS20,OUT027,5060.503670926133
1935,FDF02,OUT027,2638.911044044467
1936,FDW40,OUT017,2249.904490247277
1937,NCB43,OUT046,3233.587883429809
1938,FDR58,OUT017,1542.984128189838
1939,DRJ59,OUT035,752.65119325874
1940,NCD30,OUT017,1647.2527988322213
1941,FDE14,OUT017,1647.2527988322213
1942,FDC28,OUT018,1532.6931729268713
1943,FDU16,OUT018,1112.6225801388537
1944,NCD19,OUT035,980.5388768277237
1945,FDU21,OUT046,747.6833304830827
1946,FDV59,OUT027,5307.91667737267
1947,FDU03,OUT045,3097.4328569219592
1948,FDC33,OUT010,508.1149711810858
1949,NCR42,OUT035,745.2128788077205
1950,DRH59,OUT035,1239.9638881408234
1951,NCM31,OUT035,2272.6895474660296
1952,FDS50,OUT035,3668.8954457229534
1953,FDP39,OUT046,830.5224899752077
1954,FDQ55,OUT013,1916.421317149392
1955,FDV36,OUT019,315.11909242209504
1956,FDI05,OUT027,2149.4035339927573
1957,FDS45,OUT027,2752.580878743617
1958,FDA39,OUT045,766.715631161662
1959,FDC37,OUT010,270.5064249842908
1960,FDJ60,OUT027,4256.331820184363
1961,DRQ35,OUT046,2072.125223878359
1962,NCJ06,OUT046,1921.4084550670168
1963,NCY42,OUT018,2027.8642414919061
1964,DRM37,OUT049,3233.587883429809
1965,FDR14,OUT045,812.2391125535344
1966,FDE51,OUT049,760.5596215754531
1967,FDT33,OUT017,2693.444382749019
1968,FDR08,OUT013,1738.6447133779814
1969,FDE36,OUT010,409.3747936907473
1970,FDL22,OUT019,231.56246679042556
1971,FDR44,OUT013,2115.3397899866936
1972,FDI56,OUT019,231.56246679042556
1973,FDE47,OUT010,341.5378204287715
1974,FDV27,OUT010,220.227811791284
1975,FDV10,OUT049,747.6833304830827
1976,FDC40,OUT045,1197.3824020771458
1977,NCX41,OUT013,3431.7442155253325
1978,NCQ38,OUT027,2653.8678789089936
1979,FDV12,OUT027,2638.911044044467
1980,FDE52,OUT017,1407.9607781210275
1981,FDG20,OUT027,4687.628546814494
1982,FDV16,OUT027,1398.9075986850428
1983,FDI32,OUT017,1923.878906742379
1984,FDJ32,OUT049,1127.3133647041782
1985,FDN39,OUT018,2532.375343759769
1986,FDY34,OUT017,2693.444382749019
1987,FDC14,OUT035,745.2128788077205
1988,FDA55,OUT017,3823.537283311247
1989,FDZ50,OUT010,517.1853513911526
1990,DRG13,OUT049,2527.7903268057985
1991,FDP01,OUT013,2505.7233330728864
1992,NCG54,OUT017,2888.655266214519
1993,FDM13,OUT045,2060.3196262438655
1994,NCO18,OUT027,4670.337764578729
1995,NCW41,OUT013,2498.285018621867
1996,FDM52,OUT027,4000.986974018275
1997,NCF55,OUT035,760.5596215754531
1998,FDT09,OUT046,2107.4506368119482
1999,NCM19,OUT035,1751.0701657466257
2000,FDW12,OUT018,2012.5174987241733
2001,FDP15,OUT019,737.5696898410895
2002,FDK36,OUT045,785.2925836044712
2003,FDZ25,OUT035,2787.7836877010104
2004,NCW06,OUT049,3233.587883429809
2005,FDW60,OUT046,3015.5880611588236
2006,DRC49,OUT013,2242.44690065429
2007,NCT17,OUT035,3233.587883429809
2008,NCN06,OUT018,2272.381982864557
2009,FDC45,OUT013,2782.7965497833857
2010,DRJ47,OUT019,438.6875519251173
2011,NCF06,OUT045,3895.331961639521
2012,FDE21,OUT010,312.65919899514097
2013,DRG27,OUT013,745.2009364172357
2014,FDW40,OUT049,2104.980185136586
2015,NCO53,OUT046,3204.0205103835297
2016,FDE23,OUT049,752.65119325874
2017,FDQ16,OUT046,1743.631851295606
2018,FDS26,OUT045,3830.6610363758655
2019,FDZ13,OUT010,31.355067319377667
2020,FDS14,OUT049,2515.465425249616
2021,FDC10,OUT045,1856.4332906309069
2022,FDY16,OUT049,3204.0205103835297
2023,FDJ20,OUT035,2067.157361102702
2024,FDV43,OUT035,747.6833304830827
2025,FDZ32,OUT027,2752.580878743617
2026,FDR23,OUT046,2896.093580665539
2027,FDN24,OUT035,844.3645251701903
2028,FDE34,OUT027,5060.503670926133
2029,FDU31,OUT013,3568.396912820007
2030,FDW33,OUT018,1527.3681510172628
2031,FDU26,OUT046,1921.4084550670168
2032,FDE20,OUT027,4402.7905066496
2033,NCW05,OUT035,1647.2527988322213
2034,FDB22,OUT018,2263.0305947821416
2035,FDO56,OUT046,1923.878906742379
2036,FDA19,OUT027,3368.584022960642
2037,DRI39,OUT045,962.2554994060501
2038,FDH52,OUT018,992.5928610578976
2039,FDZ50,OUT035,3204.0205103835297
2040,NCN42,OUT035,2422.63523976059
2041,FDB53,OUT013,2498.285018621867
